user_id,age,gender,attracted_to,iq_share_correct,agreeableness,conscientiousness,extraversion,neuroticism,openness,avg_physical_attractiveness_rating,height_inches,income_bucket,ethnicity,religion,politics,nicotine_score,alcohol_score,marijuana_score,has_used_psychedelics,behavioral_health_score,sex_partners_score,get_along_well_with_family_score,political_tolerance_score,ethnicity_importance_score,religion_importance_score,politics_importance_score,num_children_wanted_score,already_has_kids,casual_sex_score,hard_work_and_success_belief_score
N2QikIhXWyaoVSkD22KSatymXry1,33,male,women,,,,,,,4.07142857142857,,,censored,censored,censored,,,,,,,,,,,,,,,
a0qF436mgXPGArB23AD56eCA4CM2,33,male,women,,,,,,,3.6,,,censored,censored,censored,,,,,,,,,,,,,,,
8flwy3Pu0xdaJETKL7km2UfUTOh1,32,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
GD1gM3nQi0QKEukab2PNEQO2gvF2,30,female,men,,,,,,,4.6,,,censored,censored,censored,,,,,,,,,,,,,,,
rqVRyEhy97WenlbS8Vd0q6Fs6xf1,28,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
Ij7dYNQhSCP7ryOqaVYGxnv4ySO2,39,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
aut8WoVxHMYJg0Vv5ryCv1J60b73,38,male,women,0.8,41,37,40,16,30,4.6,71,2,censored,censored,censored,0,1,0,0,4,2,1,3,0,0,1,0,0,4,3
PgiOt5izT1SLQSuOVAT0zWH0nmS2,28,female,men,,,,,,,5.875,,,censored,censored,censored,,,,,,,,,,,,,,,
94nqkaTOKacs0OoJ9XfabdKySBx1,29,male,women,,,,,,,4.07142857142857,,,censored,censored,censored,,,,,,,,,,,,,,,
LsT7uUqKijbNF4WMyvDeGSKTOHI3,39,male,women,,,,,,,4.25,,,censored,censored,censored,,,,,,,,,,,,,,,
4dgAayjJ3nXEBJFBqI6Xz9q5da92,33,female,men,,,,,,,5.33333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
BaxfCZTZEOQC85PLbE5CvGkMCS82,29,male,women,,,,,,,2.5,,,censored,censored,censored,,,,,,,,,,,,,,,
qvbXNmWfeQRn5atMtolh05X6fHn1,29,female,men,,,,,,,5.66666666666667,,,censored,censored,censored,,,,,,,,,,,,,,,
fiju3kSbpbNK9ViarTBsbgXjlG53,25,female,men,1,35,34,33,26,30,,69,5,censored,censored,censored,0,1,0,0,4,0,1,0,0,1,2,0,0,2,3
WMX0ZGUK1xcjAFSitsbMDKRgnME3,35,female,men,,,,,,,3.875,,,censored,censored,censored,,,,,,,,,,,,,,,
Im90nvm1hSc0csch6dHDcRVcwXZ2,44,male,women,,,,,,,6.35294117647059,,,censored,censored,censored,,,,,,,,,,,,,,,
QprltMFDhdd3f6eV0LBd3YJBLj83,34,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
PyLGuNy4rRf72hdcVLKTp4eP8I12,26,male,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
Uf2G9qpvmiPYTk4V9SoxOQOaBF83,29,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
CJCvbZ4JJIYq3NhoTcpstQ3lf8N2,29,female,men,,,,,,,6,,,censored,censored,censored,,,,,,,,,,,,,,,
6R8wwpJAH2XBF7iTV3leFEGIhgW2,26,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
fgAD6oRKuiMMlzboSfF3GGobyMJ2,28,female,men,,,,,,,6.81818181818182,,,censored,censored,censored,,,,,,,,,,,,,,,
GXUwAlWlpJY0EkkhoKVLbHKoKfH2,30,male,women,,,,,,,3.4,,,censored,censored,censored,,,,,,,,,,,,,,,
aj9ADtjSjzQyBiMZkPURPdAHL6D3,34,male,women,,,,,,,4.5,,,censored,censored,censored,,,,,,,,,,,,,,,
ry5mBeOLSpYeZWPtYl2y70TSgNl2,20,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
lSPkGPAZGQPhja5DXYclYhpocqx2,31,female,men,,,,,,,3.35714285714286,,,censored,censored,censored,,,,,,,,,,,,,,,
Ttc8410Cqlgx6or1kbfLzRqRC212,33,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
hbdDxP9bCAV25WGo0THJOrdMLL03,30,male,women,,,,,,,,,,censored,censored,censored,,,,,,,1,,,,,,,,
9Eo5DXH3Apd1W9K6MBabMzLTEbl1,36,female,men,,,,,,,6.4375,,,censored,censored,censored,,,,,,,,,,,,,,,
IUEXN0jncyfEc40Ok6utSSjT7yw2,48,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
46ubLjte4KgbANOiLgaPNZYIiSr2,33,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
3TOWZwHfwlSq8K67MhaTbpihhHP2,34,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
xJclwvkrkLgbEnziBxaSR8KxFVR2,30,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
vUijPbxUTXO06GGYUnwjdhLDd6y2,32,male,women,,,,,,,2.375,,,censored,censored,censored,,,,,,,,,,,,,,,
JQsdEeng2Bfq0UOu6Hr8iqNynPb2,40,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
tL6YNesb58PFXWRzniJP9Z31GXZ2,26,female,men,,,,,,,5.41666666666667,,,censored,censored,censored,,,,,,,,,,,,,,,
mdNniVvvxPcH4o5iDkRo6Bjz7yC2,30,female,men,,,,,,,6.75,,,censored,censored,censored,,,,,,,,,,,,,,,
rxZGB3JmlefjhLdFjiFndSjTfR22,43,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
HwGoD4I902ZMnM8LFOhsMaSK3lA2,33,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
0IdCw3N4PGQKp3NFIQWKsJRy67g1,36,female,men,,,,,,,5.33333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
MMVcWH76zQc3FfECUKbPuSa2rsG3,28,female,men,,,,,,,3.76470588235294,,,censored,censored,censored,,,,,,,,,,,,,,,
aM8W4NpslBNfDdPsQRbDPSdhFKh2,27,female,men,,,,,,,6.23076923076923,,,censored,censored,censored,,,,,,,,,,,,,,,
DZpxAi9clgZXpXKA4Vlp1hD0chM2,35,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
D7FgAfSg13aLDUoY9oWMsgBIKi53,29,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
FrlpfTxHX7atWsMhHmH6gMbG7Jk2,56,male,women,,,,,,,5.15,,,censored,censored,censored,,,,,,,,,,,,,,,
dZtoVqSYFlVOGaC5uO26wKTEIHn2,31,female,men,,,,,,,3.45454545454545,,,censored,censored,censored,,,,,,,,,,,,,,,
HUWuUwzBfqNzjtnQTUYD76tUpjz2,30,male,women,,,,,,,,,6,censored,censored,censored,,,,,,,,,,,,,,,
AjqZyqipxvNdUWZu48zSSRvOLj73,26,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
DvWCf0xFZxcKvn1X9lxyP4n39Zo1,36,female,everyone,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
2dzNsxTsn3fbPlHEB0wEearqJCf1,32,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
ykdGhZsMI4N03O5WqkpI5OtPbRz1,30,male,women,0.933333333333333,38,35,40,26,28,4.9,71,4,censored,censored,censored,0,1,2,1,3,2,1,3,0,1,0,1,0,2,3
NnUrP0sPQNPC5h2GL1HIbDqFeHE2,42,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
SpSvJUcA6qa3P3S4xjCgH7rtHX92,29,male,women,,,,,,,,,1,censored,censored,censored,,1,3,,,,,3,0,,,,,,
27tAXCarFwbFMtPj8Zh7zDUNyQ22,30,male,women,,,,,,,5.94117647058824,,,censored,censored,censored,,,,,,,,,,,,,,,
AAEh6NX4qSVJYtH14MJvjjATw4L2,30,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
2BXWWqVPXheMbqOAaN54Tiag4UF2,25,male,women,,,,,,,2.57142857142857,,,censored,censored,censored,,,,,,,,,,,,,,,
j4NdgVLSXZVYiKTCC4bYJITnDOK2,32,female,men,0.733333333333333,40,42,41,24,29,,68,7,censored,censored,censored,0,2,0,0,4,2,1,3,0,1,2,2,0,2,3
nPRvAipBiCVMGrOJ6cZi9NNeM622,33,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
uNNFZHbMmaVuXPvUfyyItjzCymv2,28,male,women,,,,,,,5.09090909090909,,,censored,censored,censored,,,,,,,,,,,,,,,
DHYp3LNJBvSk8E6pRAbt3NnXCA13,31,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
FgAGfR8VTodXqQz6Qmx3FSMIY3R2,37,male,women,0.933333333333333,41,29,37,22,19,4.22222222222222,74,6,censored,censored,censored,0,2,0,1,3,2,1,4,1,0,1,0,1,3,3
6Zwb00VGqnXrPUwPvHNs8ziDOlh1,30,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
2FkbmcTA7HV6yjaxLBx5hBjynu32,32,male,women,,,,,,,5.07692307692308,,,censored,censored,censored,,,,,,,,,,,,,,,
Sgg5BzuqBzUmSLDUKY2pney0CY22,29,female,women,,,,,,,5.53333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
Jl4dZtBoVpQYStb0iEK11TWUfPk2,30,female,men,,,,,,,5.53333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
ONJRJY1OXPasRuIxK6OOfPq1Wpq1,30,male,women,,,,,,,3.69230769230769,,,censored,censored,censored,,,,,,,,,,,,,,,
B0a6x5Us2JQ5vt8DfPrvPuboGBt2,30,male,women,,,,,,,3.375,,,censored,censored,censored,,,,,,,,,,,,,,,
wOjgw2zZLbgvbwPFiz8RYKBuU3G3,37,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
vMoBJijyjkZwUJGzjqtZydhWxDl2,29,female,men,,,,,,,6.08333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
jFlPPr40FxNrwetm4LNWpUOaITu2,32,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
Z9zUtdwqTAZeoT54CGia0sRN96S2,34,female,men,,,,,,,,,,censored,censored,censored,,1,,,,,,,0,,,0,,,
p7k6gscu7YgSkQxozmoTyot1Gw42,35,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
A5hhK2M8geUKMS9AwESZSSZdtcG3,30,male,women,,,,,,,,,7,censored,censored,censored,,,,,,,,2,0,,,,,,
1yVr4ywcZTOFJYFyXD4xJrfpjnP2,22,female,women,,,,,,,6,,,censored,censored,censored,,,,,,,,,,,,,,,
yh6aqaSYY2dcInzd5eyRCh97b3c2,28,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
P5Z2it6zOyVBloIbX5ue8HMkL3N2,32,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
HxvlgMsyxKfBvUEZ9mXSJuqeEJk2,29,male,women,,,,,,,2.38461538461538,,,censored,censored,censored,,,,,,,,,,,,,,,
NBL7yjlxqJZmiELFsWMVzEsXgMk1,30,female,men,,,,,,,,64,5,censored,censored,censored,,,,0,,,,,,,,,,,
YnqzTBwMcFPZIZgxilPeVVSZQWN2,29,female,men,,,,,,,4.72727272727273,,,censored,censored,censored,,,,,,,,,,,,,,,
ZiuAwqjH1oMyxAdpHVGWJdZSeMY2,27,female,men,,,,,,,7.1,,,censored,censored,censored,,,,,,,,,,,,,,,
2wySfmB6fyXLRtqx4irYG3CSnPI3,43,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
5MRd84DtxhfuYFJMHpV4FQ5QZs23,32,male,women,,,,,,,6.85714285714286,,,censored,censored,censored,,,,,,,,,,,,,,,
hJWKWozrt6ZZS4q6PCW68vHvPHx2,32,male,women,,,,,,,2.125,,,censored,censored,censored,,,,,,,,,,,,,,,
iu8ZmGxetoXH3daGRt2J9dxVAAj2,26,female,everyone,,,,,,,6.5,,,censored,censored,censored,,,,,,,,,,,,,,,
0NKTzLhdlKQaLpetaYS5KqKNt2e2,31,female,men,,,,,,,6.15384615384615,,,censored,censored,censored,,,,,,,,,,,,,,,
aUY3feTv1QWoZLbYYrkX68F7Lgc2,26,female,everyone,,,,,,,6.85714285714286,,,censored,censored,censored,,,,,,,,,,,,,,,
Y8qLwXznNQcQneYhtFnN4pP8F2P2,39,female,men,0.866666666666667,40,34,38,21,30,,67,5,censored,censored,censored,0,1,0,1,3,2,1,3,0,0,1,1,0,2,2
xcJkqDNpKwcjiHIN12i0FptqeMp2,29,male,women,,,,,,,5.625,,,censored,censored,censored,,,,,,,,,,,,,,,
kytJCpuHCLZSttXeOy3XJAO0vz22,29,male,women,,,,,,,6.5,,,censored,censored,censored,,,,,,,,,,,,,,,
DC63PbIOz9gZXz8CXpqXpcWSwt92,29,male,women,,,,,,,2.53333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
evzT7bpq8Res3j7fSiSFL0vgaUt2,32,male,women,,,,,,,4.18181818181818,,,censored,censored,censored,,,,,,,,,,,,,,,
viW8AmQquKV4ex9Nx6eCI28BM6r1,28,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
VBFMfqCL2kPtT44MIAx9LWYiObx2,32,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
yAq64HTlQoOizibahGHYZWsivxG3,27,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
ZuYGzB93cOZEZ9btQ54Uz8ptMjx2,35,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
G51RGat6WbOYxeiLHvTLtIdiJG62,36,male,women,,,,,,,7.27272727272727,,,censored,censored,censored,,,,,,,,,,,,,,,
6iTUMDHtyqYAIKpW8PyQL3gY6PK2,30,female,men,,,,,,,6.63636363636364,,,censored,censored,censored,,,,,,,,,,,,,,,
5p4G4TD0ZqbGXBvrBWsV6hDzsD02,28,female,men,,,,,,,4.8125,,,censored,censored,censored,,,,,,,,,,,,,,,
4Xg5ty3kTgO00XXpT6ti3ujHhlH2,36,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
y2hBrctdEbTEGxQbjb9OumSNxL03,36,female,everyone,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
1yNFJFiR9Pct53Sl57Zb1HWYCpg1,27,female,men,,,,,,,,,4,censored,censored,censored,0,1,,,,4,,,0,1,,,,,
EZn2THNa79THdeRED79FR26prB02,31,female,men,,,,,,,5.33333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
oMT1oid0sfUPh9QRJAsfasDfMUB2,31,female,men,,,,,,,5,,,censored,censored,censored,,,,,,,,,,,,,,,
JfQ7X20S2mMJymKIsEtCQDdnERi1,29,female,men,,,,,,,4.5,,,censored,censored,censored,,,,,,,,,,,,,,,
8MiXDBKyyNSTbCNeBw9eY5NPnRZ2,44,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
xbvdIwzCycZUHKHPSdBBfBzGQ312,32,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
VsyocP02wMRUjbp9VMFkn7GW2GG3,28,female,men,,,,,,,6.2,,,censored,censored,censored,,,,,,,,,,,,,,,
z2GA9V7AEbdBwIkOVcTdxbAAGGJ3,28,male,women,,,,,,,2.125,,,censored,censored,censored,,,,,,,,,,,,,,,
Mi7FFKCWhFZdJJjYZr1JA3vejPz1,32,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
FhlR1T1AYiNQJn6v8noRrg4mCcB2,39,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
WBQW4sKFU6MRDDtzVPWFIjW4wQ32,31,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
82fs9E4CFBPMGYbhFkpGmZ1pgoB3,39,female,everyone,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
U4B8nsMULJN9acuTnVyhDWmOBOR2,34,female,men,,,,,,,5.92857142857143,,,censored,censored,censored,,,,,,,,,,,,,,,
j1OS0tjWcfOrXdBxnR2Fa7B00ue2,27,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
1d7mKcVFine3wmYNsc7TPwlsUBY2,30,male,women,,,,,,,3.10526315789474,,,censored,censored,censored,,,,,,,,,,,,,,,
hBDgC3veMGSecYYFlKNbpJ6VwYl2,37,female,everyone,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
i2etjiWkQwMVcqTf3ZpTBxRvZUI2,26,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
WFGU8Pg4AnXtuBQNHjuN1moboad2,44,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
zWro3cRtzZaKSrsFRn3XsrKVvpg2,39,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
UOWanw5GG3hxF9sk83GZkoaetOB2,30,male,women,,,,,,,6,,,censored,censored,censored,,,,,,,,,,,,,,,
k9LRGB9UEGVZaP0SsHoXSxaER782,28,female,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
NlZq3VQrkDTFgxSn5LS1obP4Htn2,36,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
FfVDOrYr1JNBUuxffeJP7PcU7bK2,30,male,women,,,,,,,5.66666666666667,,,censored,censored,censored,,,,,,,,,,,,,,,
YKWl99M1O5c0yq8aPA9t0aqs7zJ3,31,female,men,,,,,,,6.36363636363636,,,censored,censored,censored,,,,,,,,,,,,,,,
rsPufu0FaDTxXnLkluIzIHBUmGo2,34,female,men,,,,,,,3.22222222222222,,,censored,censored,censored,,,,,,,,,,,,,,,
ivxmWhfqIbWuHiknMndGlqRQYEB2,25,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
zCar7clWYjPfxQozMZRsIeqgHCE3,31,female,men,,,,,,,5.63636363636364,,,censored,censored,censored,,,,,,,,,,,,,,,
c5jDiDcaXkOMsYXqvcX6B3unBbL2,39,male,women,0.6,38,42,40,15,30,3.5,68,5,censored,censored,censored,0,0,0,0,4,1,1,3,0,0,0,1,0,2,4
edETssHHLbV89bVanlPPamceCPn2,38,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
Lq3ZxDbKvGf20p6dox45e7jWBdr1,39,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
F8oH9T8qTaWOIgDwngok1ORNhgB2,26,male,women,0.933333333333333,41,33,36,30,30,,68,5,censored,censored,censored,0,1,0,0,2,0,1,1,0,0,1,2,0,1,3
DEtkol6TVuR5eThDLxvQ2uWZpp13,32,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
rHDFzfwcHugLGheRTbe7OOu9bDi2,24,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
7h8VfdMo81U9pxZGlz4vE6kfGOH3,33,female,men,,,,,,,2.16666666666667,,,censored,censored,censored,,,,0,,2,,,,,,,,0,
y177OaIch4cbMAB2ySoxnNE70Dm2,44,male,women,,,,,,,5.21428571428571,,,censored,censored,censored,,,,,,,,,,,,,,,
26wpfHClddMX4zLPxD5HlDnYKzA2,26,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
eXePpatyDTSviqeIbgdq48TljF33,36,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
FoT9PSKaoKXXsNIwC2F7mSVde5q2,49,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
sBPpmQecdWZ1MU9vxK7YJAoznti1,30,female,men,,,,,,,6.27272727272727,,,censored,censored,censored,,,,,,,,,,,,,,,
hHJj93rUTDVYAu7UceQEn7jHecf1,26,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
nLVMXbVqaQXS7zjjgUTb9Zy8TYg1,28,male,women,,,,,,,4.8,,,censored,censored,censored,,,,,,,,,,,,,,,
PNCHBA3VPGdq4q47Wk8xzzQiZe02,31,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
MS21Jmdo6lMdm0E6EuSDAl6O7fw1,20,male,women,,,,,,,1.5,,,censored,censored,censored,,,,,,,,,,,,,,,
mH00haNvd5dM60WpF3N9kzIJ2Mx1,31,male,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
MS1VRtthRuQUob6DObmqM8EGLyD2,24,male,women,,,,,,,7.07142857142857,68,,censored,censored,censored,,,,,,,,,,,,,,,
E7fCMBvL0cXwgR8fdj4P9byfaDC2,28,female,men,,,,,,,6.94444444444444,,,censored,censored,censored,,,,,,,,,,,,,,,
I78Mv1njp9f9Mt3MJPATukBY0M42,31,female,everyone,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
mPypmki8riOJEyc9R3c7VsC9lHt1,31,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
VpeK9I81qsUDPpy9RG90qPt3hzb2,26,female,men,,,,,,,7.83333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
Z8q4r7nuRsgfdUxbIShCye24VC52,39,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
mx6G6ZanXTUrRJFZ6P2g09ENepK2,34,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
r9vO1hCYIWcOrTTsju14YUBIkg92,30,female,men,,,,,,,6.33333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
0bUHxMxwBtgoGgBLbvJdffxFocv1,37,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
dKapHkbQ48NvMXrS0oyWI0RNS9n1,29,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
WGKGxsBJ7WcchznbLlJNisudMM33,30,male,women,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
waiTAB5zGSfsegCwqKu5NWAPWEi1,34,male,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
hlmoZwMMqTZ8VoBYqa7U3rP5aUj1,38,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
eNxBX3gOQHabCGYtNMLwsdltwAv1,32,female,men,,,,,,,4.53846153846154,,,censored,censored,censored,,,,,,,,,,,,,,,
vFwZ8WkjZhWAxrIddjS5N0rx3lF3,44,male,women,,,,,,,4,,,censored,censored,censored,,1,,,,,,,,,1,,0,,
IBOK7zN8ZWTBHvD9bK9FosROEMC2,30,male,women,,,,,,,4.30769230769231,,,censored,censored,censored,,,,,,,,,,,,,,,
cZCZsiTbLoapPpj5kgU44owT1Jv2,36,female,men,,,,,,,7.58333333333333,,,censored,censored,censored,,,,,,,,,,,,,,,
x8nVjqPw0FfIq3ifMyTZ0IF9P0m1,35,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
EPGxFJ0tQfe1RARq0hYqp6w6OEB2,30,male,women,,,,,,,5.42857142857143,,,censored,censored,censored,,,,,,,,,,,,,,,
cyoMXYq7hjY6zh10YQbB9DrTpCG3,31,male,women,,,,,,,2.875,,,censored,censored,censored,,,,,,,,,,,,,,,
VgZEnmrQiYcNCnoJGRcHZRC41d42,39,female,men,,,,,,,,,,censored,censored,censored,,,,,,,,,,,,,,,
ZRkXBVUOtFNXaFF3escApsF3tzn1,47,male,women,,,,,,,3,,,censored,censored,censored,1,,,,,,,,,,,,,,
NJ6NSJzR4fO8exsHCdWfk6Tl0wr2,31,female,men,,,,,,,7.6,,,censored,censored,censored,,,,,,,,,,,,,,,
JACpaVNpb9MSiqw4Y6EVFKs6vTy2,36,female,everyone,1,40,21,39,21,29,3.4,64,6,censored,censored,censored,0,2,1,0,3,1,1,1,0,0,2,1,0,2,2
ZEHFjpXsK2brISk4FxYIljGBXpC2,31,male,women,,,,,,,,,5,censored,censored,censored,,0,,0,,,,,,0,,0,,,
JAdI2qGlx8dxxGGJXVJzSlkefRE3,40,male,women,,,,,,,2.6,,,censored,censored,censored,,,,,,,,,,,,,,,
NZFVWg0NCBUm4cw0UhC0WErfBXK2,37,female,men,,,,,,,6.5625,,,censored,censored,censored,,,,,,,,,,,,,,,
